2019-11-19 10:48:26.664732: I tensorflow/core/platform/cpu_feature_guard.cc:141] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX2 FMA
2019-11-19 10:48:26.826185: I tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:998] successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero
2019-11-19 10:48:26.827380: I tensorflow/compiler/xla/service/service.cc:150] XLA service 0x6bcbca0 executing computations on platform CUDA. Devices:
2019-11-19 10:48:26.827417: I tensorflow/compiler/xla/service/service.cc:158]   StreamExecutor device (0): Tesla V100-PCIE-32GB, Compute Capability 7.0
2019-11-19 10:48:26.829536: I tensorflow/core/platform/profile_utils/cpu_utils.cc:94] CPU Frequency: 2200060000 Hz
2019-11-19 10:48:26.831272: I tensorflow/compiler/xla/service/service.cc:150] XLA service 0x6c347f0 executing computations on platform Host. Devices:
2019-11-19 10:48:26.831295: I tensorflow/compiler/xla/service/service.cc:158]   StreamExecutor device (0): <undefined>, <undefined>
2019-11-19 10:48:26.831866: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1433] Found device 0 with properties: 
name: Tesla V100-PCIE-32GB major: 7 minor: 0 memoryClockRate(GHz): 1.38
pciBusID: 0000:00:05.0
totalMemory: 31.72GiB freeMemory: 31.41GiB
2019-11-19 10:48:26.831881: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1512] Adding visible gpu devices: 0
2019-11-19 10:48:26.833176: I tensorflow/core/common_runtime/gpu/gpu_device.cc:984] Device interconnect StreamExecutor with strength 1 edge matrix:
2019-11-19 10:48:26.833188: I tensorflow/core/common_runtime/gpu/gpu_device.cc:990]      0 
2019-11-19 10:48:26.833194: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1003] 0:   N 
2019-11-19 10:48:26.833265: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1115] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 14616 MB memory) -> physical GPU (device: 0, name: Tesla V100-PCIE-32GB, pci bus id: 0000:00:05.0, compute capability: 7.0)
WARNING:tensorflow:From /skku/skku02/.virtualenvs/venv_gpt/lib/python3.5/site-packages/tensorflow/python/framework/op_def_library.py:263: colocate_with (from tensorflow.python.framework.ops) is deprecated and will be removed in a future version.
Instructions for updating:
Colocations handled automatically by placer.
WARNING:tensorflow:From ./src/sample.py:67: to_float (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.cast instead.
WARNING:tensorflow:From ./src/sample.py:72: multinomial (from tensorflow.python.ops.random_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.random.categorical instead.
WARNING:tensorflow:From /skku/skku02/.virtualenvs/venv_gpt/lib/python3.5/site-packages/tensorflow/python/ops/math_ops.py:3066: to_int32 (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.cast instead.
WARNING:tensorflow:From /skku/skku02/.virtualenvs/venv_gpt/lib/python3.5/site-packages/tensorflow/python/ops/math_grad.py:102: div (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Deprecated in favor of operator or tf.math.divide.
WARNING:tensorflow:From /skku/skku02/.virtualenvs/venv_gpt/lib/python3.5/site-packages/tensorflow/python/training/saver.py:1266: checkpoint_exists (from tensorflow.python.training.checkpoint_management) is deprecated and will be removed in a future version.
Instructions for updating:
Use standard file APIs to check for files with this prefix.
2019-11-19 10:49:13.708551: I tensorflow/stream_executor/dso_loader.cc:152] successfully opened CUDA library libcublas.so.10.0 locally
Loading checkpoint checkpoint/pretrained/model-7760000
Loading dataset...
Training...
[2 | 8.74] loss=3.71111 avg=3.71111
[17442 | 9668.12] loss=0.65501 avg=0.72614
[17443 | 9668.62] loss=0.30714 avg=0.72195
[17444 | 9669.12] loss=0.76681 avg=0.72240
[17445 | 9669.63] loss=0.47584 avg=0.71993
[17446 | 9670.13] loss=0.82211 avg=0.72096
[17447 | 9670.63] loss=1.22655 avg=0.72601
[17448 | 9671.13] loss=0.45448 avg=0.72330
[17449 | 9671.63] loss=0.88110 avg=0.72487
[17450 | 9672.13] loss=1.10752 avg=0.72870
[17451 | 9672.63] loss=0.66207 avg=0.72803
[17452 | 9673.13] loss=1.64790 avg=0.73723
[17453 | 9673.63] loss=0.60815 avg=0.73594
[17454 | 9674.13] loss=0.50479 avg=0.73363
[17455 | 9674.63] loss=0.94763 avg=0.73577
[17456 | 9675.13] loss=0.27995 avg=0.73121
[17457 | 9675.63] loss=0.42878 avg=0.72819
[17458 | 9676.13] loss=0.79196 avg=0.72883
[17459 | 9676.63] loss=1.04908 avg=0.73203
[17460 | 9677.13] loss=0.94019 avg=0.73411
[17461 | 9677.63] loss=0.31833 avg=0.72995
[17462 | 9678.13] loss=0.52157 avg=0.72787
[17463 | 9678.64] loss=0.52980 avg=0.72589
[17464 | 9679.14] loss=1.13686 avg=0.73000
[17465 | 9679.64] loss=0.29060 avg=0.72560
[17466 | 9680.14] loss=0.30985 avg=0.72145
[17467 | 9680.64] loss=0.69672 avg=0.72120
[17468 | 9681.14] loss=1.26667 avg=0.72665
[17469 | 9681.64] loss=1.43287 avg=0.73372
[17470 | 9682.14] loss=0.88593 avg=0.73524
[17471 | 9682.64] loss=0.47672 avg=0.73265
[17472 | 9683.14] loss=0.31984 avg=0.72852
[17473 | 9683.64] loss=0.60471 avg=0.72729
[17474 | 9684.14] loss=1.14626 avg=0.73148
[17475 | 9684.64] loss=1.11699 avg=0.73533
[17476 | 9685.14] loss=0.73294 avg=0.73531
[17477 | 9685.64] loss=1.67435 avg=0.74470
[17478 | 9686.15] loss=0.70592 avg=0.74431
[17479 | 9686.65] loss=0.68913 avg=0.74376
[17480 | 9687.15] loss=0.32875 avg=0.73961
[17481 | 9687.65] loss=1.60373 avg=0.74825
[17482 | 9688.15] loss=0.90007 avg=0.74977
[17483 | 9688.65] loss=0.71806 avg=0.74945
[17484 | 9689.15] loss=1.12287 avg=0.75318
[17485 | 9689.65] loss=0.76613 avg=0.75331
[17486 | 9690.15] loss=1.28359 avg=0.75862
[17487 | 9690.66] loss=1.23130 avg=0.76334
[17488 | 9691.16] loss=0.65827 avg=0.76229
[17489 | 9691.66] loss=0.82505 avg=0.76292
[17490 | 9692.16] loss=0.47163 avg=0.76001
[17491 | 9692.66] loss=0.55299 avg=0.75794
[17492 | 9693.16] loss=0.46225 avg=0.75498
[17493 | 9693.66] loss=0.41039 avg=0.75153
[17494 | 9694.16] loss=0.62687 avg=0.75029
[17495 | 9694.66] loss=0.38306 avg=0.74662
[17496 | 9695.16] loss=0.49212 avg=0.74407
[17497 | 9695.67] loss=0.46164 avg=0.74125
[17498 | 9696.17] loss=0.56426 avg=0.73948
[17499 | 9696.67] loss=0.34056 avg=0.73549
Generating samples...
======== SAMPLE 1 ========
['척', '##에', '한', '번', '올라가', '봐', '.', '“', '야', '가', '이', '~', '이제', '쉬', '##기', '시작', '##해', '미안', '.', '”', '“', '아', ',', '나', '##랑', '같', '##은', '곳', '##에서', '!', '야', '##는', '말', '한', '번', '타', '##보', '##니까', '지금', '##이', '진짜', '마지막', '##인가', '?', '”', '“', '진짜', '많이', '울', '##었', '##지만', '…', '너', '##가', '가장', '싫', '##어', '##하', '##는', '소리', '##다', ',', '내', '##가', '널', '괴롭', '##힌', '거', '안다', '##구', '!', '”', '“', '왜', '어릴', '때', '안', '보이', '##던', '녀석', '##이', '지금', '[UNK]', '?', '”', '“', '글쎄', ',', '”', '지금', '##은', '보지', '않아', '##도', '희미', '##하', '##게', '웃', '##고', '있', '##지만', '널', '처음', '찌른', '녀석', '##이', '내', '거', '##였', '##단', '말', '##이야', '!', '도대체', '넌', ',', '널', '좋', '##아', '##하', '##는', '것', '같', '##아', '!', '[UNK]', '”', '“', '아니', ',', '넌', '안', '된다고', '했', '##지', '?', '왜', '.', '”', '“', '저', '…', '왜', '.', '”', '“', '알', '##겠', '##어', '.', '난', '그냥', '나', '##한테', '왜', '그래', '…', '계속', '널', '쫓아다니', '##던', '네', '##게', '왜', '내', '##가', '싫', '##은', '걸까', '”', '“', '왜', '처음', '화나', '?', '너', '##도', '변', '다', '일', '났', '##다', '##하', '##면서', '너', '##한테', '짜증', '보이지', '##만', '.', '”', '“', '왜', '…', '넌', '그게', '날', '위해', '한', '일인', '##데', '.', '”', '‘', '나', '’', '가', '정말로', '분노', '##했다', '.', '이', '말', '##을', '내뱉', '##고', '싶', '##었', '##다', '.', '하지만', '난', '도통', '말', '##을', '이어', '##가', '##긴', '싫', '##었', '##다', '.', '입', '##을', '열려', '##면', '뭐', '##라고', '말', '해야', '되', '##지', '않', '##을까', '.', '그냥', '아무', '말', '없이', '가만히', '있', '##었', '##다', '.', '무언가', '속이', '뚫린']

[17500 | 9701.98] loss=0.37136 avg=0.73185
[17501 | 9702.48] loss=0.39002 avg=0.72843
[17502 | 9702.98] loss=0.79553 avg=0.72910
[17503 | 9703.47] loss=0.86034 avg=0.73041
[17504 | 9703.98] loss=0.42752 avg=0.72738
[17505 | 9704.48] loss=0.74931 avg=0.72760
[17506 | 9704.98] loss=0.75694 avg=0.72790
[17507 | 9705.48] loss=0.79161 avg=0.72853
[17508 | 9705.98] loss=1.07515 avg=0.73200
[17509 | 9706.48] loss=1.52293 avg=0.73991
[17510 | 9706.98] loss=1.29180 avg=0.74543
[17511 | 9707.48] loss=0.27476 avg=0.74072
[17512 | 9707.98] loss=0.65540 avg=0.73987
[17513 | 9708.48] loss=0.54376 avg=0.73791
[17514 | 9708.98] loss=0.84030 avg=0.73893
[17515 | 9709.49] loss=1.29747 avg=0.74451
[17516 | 9709.99] loss=0.54993 avg=0.74257
[17517 | 9710.49] loss=0.72777 avg=0.74242
[17518 | 9710.99] loss=0.61365 avg=0.74113
[17519 | 9711.49] loss=0.57051 avg=0.73943
[17520 | 9711.99] loss=0.81537 avg=0.74019
[17521 | 9712.49] loss=0.29823 avg=0.73577
[17522 | 9712.99] loss=0.85439 avg=0.73695
[17523 | 9713.49] loss=0.90867 avg=0.73867
[17524 | 9713.99] loss=0.66899 avg=0.73797
[17525 | 9714.49] loss=0.74481 avg=0.73804
[17526 | 9714.99] loss=0.46883 avg=0.73535
[17527 | 9715.49] loss=1.12493 avg=0.73925
[17528 | 9715.99] loss=0.33771 avg=0.73523
[17529 | 9716.49] loss=0.75492 avg=0.73543
[17530 | 9716.99] loss=0.71543 avg=0.73523
[17531 | 9717.49] loss=0.44288 avg=0.73230
[17532 | 9717.99] loss=0.33882 avg=0.72837
[17533 | 9718.49] loss=0.80662 avg=0.72915
[17534 | 9718.99] loss=0.51477 avg=0.72701
[17535 | 9719.49] loss=0.27839 avg=0.72252
[17536 | 9719.99] loss=0.59714 avg=0.72127
[17537 | 9720.50] loss=0.48171 avg=0.71887
[17538 | 9721.00] loss=1.31687 avg=0.72485
[17539 | 9721.50] loss=0.46302 avg=0.72223
[17540 | 9722.00] loss=0.98197 avg=0.72483
[17541 | 9722.50] loss=0.77137 avg=0.72530
[17542 | 9723.00] loss=0.95472 avg=0.72759
[17543 | 9723.50] loss=0.66142 avg=0.72693
[17544 | 9724.00] loss=1.32352 avg=0.73289
[17545 | 9724.50] loss=0.69787 avg=0.73254
[17546 | 9725.00] loss=0.97880 avg=0.73501
[17547 | 9725.50] loss=0.71288 avg=0.73479
[17548 | 9726.00] loss=0.72245 avg=0.73466
[17549 | 9726.50] loss=0.79645 avg=0.73528
[17550 | 9727.00] loss=0.32133 avg=0.73114
[17551 | 9727.50] loss=0.37532 avg=0.72758
[17552 | 9728.00] loss=1.27312 avg=0.73304
[17553 | 9728.51] loss=0.65492 avg=0.73226
[17554 | 9729.01] loss=1.11485 avg=0.73608
[17555 | 9729.51] loss=0.36333 avg=0.73235
[17556 | 9730.01] loss=0.57856 avg=0.73082
[17557 | 9730.51] loss=0.39612 avg=0.72747
[17558 | 9731.01] loss=0.44387 avg=0.72463
[17559 | 9731.51] loss=0.76738 avg=0.72506
[17560 | 9732.01] loss=1.33968 avg=0.73121
[17561 | 9732.51] loss=0.31983 avg=0.72709
[17562 | 9733.01] loss=0.66564 avg=0.72648
[17563 | 9733.51] loss=0.84433 avg=0.72766
[17564 | 9734.02] loss=0.48498 avg=0.72523
[17565 | 9734.52] loss=1.17358 avg=0.72971
[17566 | 9735.02] loss=0.66150 avg=0.72903
[17567 | 9735.52] loss=0.80543 avg=0.72980
[17568 | 9736.02] loss=0.63001 avg=0.72880
[17569 | 9736.52] loss=0.60795 avg=0.72759
[17570 | 9737.02] loss=0.49041 avg=0.72522
[17571 | 9737.52] loss=0.92418 avg=0.72721
[17572 | 9738.03] loss=0.68897 avg=0.72683
[17573 | 9738.53] loss=0.72902 avg=0.72685
[17574 | 9739.03] loss=0.50640 avg=0.72464
[17575 | 9739.53] loss=0.44294 avg=0.72183
[17576 | 9740.04] loss=0.33064 avg=0.71791
[17577 | 9740.54] loss=0.64622 avg=0.71720
[17578 | 9741.04] loss=0.80529 avg=0.71808
[17579 | 9741.54] loss=0.77071 avg=0.71860
[17580 | 9742.04] loss=0.84829 avg=0.71990
[17581 | 9742.54] loss=0.74298 avg=0.72013
[17582 | 9743.04] loss=0.48118 avg=0.71774
[17583 | 9743.54] loss=0.52327 avg=0.71580
[17584 | 9744.04] loss=0.38035 avg=0.71244
[17585 | 9744.54] loss=0.32230 avg=0.70854
[17586 | 9745.05] loss=0.23617 avg=0.70382
[17587 | 9745.55] loss=0.49345 avg=0.70171
[17588 | 9746.05] loss=0.94776 avg=0.70417
[17589 | 9746.55] loss=0.24244 avg=0.69956
[17590 | 9747.05] loss=0.29936 avg=0.69556
[17591 | 9747.55] loss=0.67373 avg=0.69534
[17592 | 9748.06] loss=0.85447 avg=0.69693
[17593 | 9748.56] loss=1.14495 avg=0.70141
[17594 | 9749.06] loss=1.47251 avg=0.70912
[17595 | 9749.56] loss=0.51807 avg=0.70721
[17596 | 9750.06] loss=1.78326 avg=0.71797
[17597 | 9750.56] loss=0.65773 avg=0.71737
[17598 | 9751.06] loss=0.56054 avg=0.71580
[17599 | 9751.56] loss=0.29313 avg=0.71157
Generating samples...
======== SAMPLE 1 ========
['##잘', '##거리', '##며', '고개', '##를', '쭉', '빼', '##고', '하늘', '##을', '보', '##았', '##다', '.', '‘', '—', '—', '—', '—', '’', '로', '바꾸', '##고', '처음', '하늘', '##을', '보', '##았', '##을', '때', '##는', '별', '##이', '너무', '작', '##아', '볼', '겨', '##를', '##이', '없', '##었', '##다', '.', '지금', '##은', '미니', '##홈피', '##에', '올릴', '##만', '한', '수식어', '##도', '붙', '##었', '##지만', '예전', '##에', '##는', '그', '별', '##을', '눈', '##에', '담', '##아', '보', '##기도', '했었', '##다', '.', '어느', '때', '##는', '밤', '##별', '여행', '##을', '가', '##기', '위해', '신발', '##을', '신', '##었', '##다', '.', '밤', '##별', '여행', '##가방', '##을', '한눈', '##에', '들여다', '보다', '더', '크', '##게', '자라', '##밤', '##별', '여행', '##가방', '##을', '한눈', '##에', '들여다', '보다', '보면', '자연', '##스럽', '##게', '그', '노래', '##가', '나왔', '##다', '.', '그러', '##고', '보면', '그날', '##은', '시험기', '##간', '이', '##였', '##지', '별', '##은', '참', '보', '##기', '좋', '##은', '밝기', '##였', '##다', '.', '그냥', '별', '일', '뿐', '##이', '##였', '##는데', ',', '그', '별', '##을', '바라보', '##고는', '문득', '고개', '##를', '떨', '##었', '##다', '.', '‘', '오늘', '내', '##가', '별', '중', '##에서', '가장', '크', '##군요', '?', '’', '그러', '##자', '어젯밤', '##에', '별', '가운데', '##서', '검', '##은', '점박이', '##가', '나와', '##있', '##었', '##다', '.', '검', '##은', '점박이', '##는', '그것', '##을', '보', '##았', '##을', '것', '##이', '##다', '.', '나', '##를', '보더', '##니', '‘', '엄마', '##는', '그', '별', '옆', '##에', '있', '##는', '사람', '##이', '##구요', '.', '’', '라며', '자랑', '##하고', '싶', '##었', '##지만', '고개', '##를', '쳐들', '##어', '글자', '##를', '들여다보', '##았', '##다', '.', '‘', '우리', '어머니', '##는', '지금', '무척', '괴로워', '##하', '##시', '##나요', '?', '’', '글쎄', ',', '밤하늘', '##이', '우주', '##와', '같이', '떠', '##있는']

[17600 | 9756.83] loss=0.37910 avg=0.70825
[17601 | 9757.33] loss=0.36261 avg=0.70479
[17602 | 9757.83] loss=0.82834 avg=0.70603
[17603 | 9758.33] loss=0.36060 avg=0.70257
[17604 | 9758.83] loss=0.95374 avg=0.70508
[17605 | 9759.33] loss=0.82798 avg=0.70631
[17606 | 9759.83] loss=0.74863 avg=0.70674
[17607 | 9760.33] loss=0.46803 avg=0.70435
[17608 | 9760.84] loss=0.56938 avg=0.70300
[17609 | 9761.34] loss=0.74678 avg=0.70344
[17610 | 9761.84] loss=0.67004 avg=0.70310
[17611 | 9762.34] loss=0.44420 avg=0.70051
[17612 | 9762.84] loss=0.91265 avg=0.70264
[17613 | 9763.34] loss=1.53387 avg=0.71095
[17614 | 9763.84] loss=0.59596 avg=0.70980
[17615 | 9764.34] loss=0.40880 avg=0.70679
[17616 | 9764.84] loss=0.66018 avg=0.70632
[17617 | 9765.34] loss=0.58697 avg=0.70513
[17618 | 9765.84] loss=0.50610 avg=0.70314
[17619 | 9766.35] loss=0.99909 avg=0.70610
[17620 | 9766.85] loss=0.43244 avg=0.70336
[17621 | 9767.35] loss=0.38907 avg=0.70022
[17622 | 9767.85] loss=0.97103 avg=0.70293
[17623 | 9768.35] loss=0.49621 avg=0.70086
[17624 | 9768.85] loss=0.37591 avg=0.69761
[17625 | 9769.35] loss=0.42036 avg=0.69484
[17626 | 9769.85] loss=0.40394 avg=0.69193
[17627 | 9770.36] loss=0.56526 avg=0.69066
[17628 | 9770.87] loss=1.17708 avg=0.69553
[17629 | 9771.37] loss=0.95746 avg=0.69814
[17630 | 9771.87] loss=0.73919 avg=0.69856
[17631 | 9772.36] loss=0.36942 avg=0.69526
[17632 | 9772.87] loss=1.11213 avg=0.69943
[17633 | 9773.37] loss=0.57616 avg=0.69820
[17634 | 9773.87] loss=0.69168 avg=0.69813
[17635 | 9774.37] loss=1.19055 avg=0.70306
[17636 | 9774.87] loss=0.65706 avg=0.70260
[17637 | 9775.37] loss=1.34974 avg=0.70907
[17638 | 9775.87] loss=0.26435 avg=0.70462
[17639 | 9776.38] loss=0.49393 avg=0.70252
[17640 | 9776.88] loss=0.77517 avg=0.70324
[17641 | 9777.38] loss=0.50584 avg=0.70127
[17642 | 9777.88] loss=1.37446 avg=0.70800
[17643 | 9778.38] loss=0.88841 avg=0.70980
[17644 | 9778.88] loss=1.22061 avg=0.71491
[17645 | 9779.38] loss=0.36154 avg=0.71138
[17646 | 9779.89] loss=1.00038 avg=0.71427
[17647 | 9780.39] loss=1.23833 avg=0.71951
[17648 | 9780.89] loss=0.81476 avg=0.72046
[17649 | 9781.39] loss=0.75809 avg=0.72084
[17650 | 9781.89] loss=0.26454 avg=0.71628
[17651 | 9782.39] loss=0.61262 avg=0.71524
[17652 | 9782.90] loss=0.43332 avg=0.71242
[17653 | 9783.40] loss=0.99863 avg=0.71528
[17654 | 9783.90] loss=1.30510 avg=0.72118
[17655 | 9784.40] loss=1.00016 avg=0.72397
[17656 | 9784.90] loss=0.39639 avg=0.72069
[17657 | 9785.40] loss=0.39578 avg=0.71744
[17658 | 9785.90] loss=0.48321 avg=0.71510
[17659 | 9786.40] loss=0.84920 avg=0.71644
[17660 | 9786.91] loss=0.78546 avg=0.71713
[17661 | 9787.41] loss=0.95600 avg=0.71952
[17662 | 9787.91] loss=0.61365 avg=0.71846
[17663 | 9788.41] loss=0.55721 avg=0.71685
[17664 | 9788.91] loss=0.30409 avg=0.71272
[17665 | 9789.41] loss=0.22749 avg=0.70787
[17666 | 9789.91] loss=0.60082 avg=0.70680
[17667 | 9790.41] loss=0.81491 avg=0.70788
[17668 | 9790.91] loss=0.75872 avg=0.70839
[17669 | 9791.41] loss=1.13065 avg=0.71261
[17670 | 9791.91] loss=0.95837 avg=0.71507
[17671 | 9792.41] loss=0.69997 avg=0.71492
[17672 | 9792.91] loss=0.91708 avg=0.71694
[17673 | 9793.41] loss=1.07168 avg=0.72049
[17674 | 9793.91] loss=0.72289 avg=0.72051
[17675 | 9794.41] loss=0.75390 avg=0.72085
[17676 | 9794.91] loss=0.50195 avg=0.71866
[17677 | 9795.41] loss=0.79421 avg=0.71941
[17678 | 9795.92] loss=0.98450 avg=0.72206
[17679 | 9796.42] loss=1.27692 avg=0.72761
[17680 | 9796.92] loss=0.42990 avg=0.72464
[17681 | 9797.42] loss=0.79709 avg=0.72536
[17682 | 9797.92] loss=0.62018 avg=0.72431
[17683 | 9798.43] loss=0.98430 avg=0.72691
[17684 | 9798.93] loss=1.23694 avg=0.73201
[17685 | 9799.43] loss=0.43480 avg=0.72904
[17686 | 9799.93] loss=0.86244 avg=0.73037
[17687 | 9800.44] loss=0.40117 avg=0.72708
[17688 | 9800.94] loss=0.63344 avg=0.72614
[17689 | 9801.44] loss=1.02752 avg=0.72916
[17690 | 9801.94] loss=0.33887 avg=0.72525
[17691 | 9802.44] loss=0.62368 avg=0.72424
[17692 | 9802.94] loss=0.28343 avg=0.71983
[17693 | 9803.44] loss=0.64108 avg=0.71904
[17694 | 9803.94] loss=0.65879 avg=0.71844
[17695 | 9804.44] loss=0.80729 avg=0.71933
[17696 | 9804.95] loss=1.06644 avg=0.72280
[17697 | 9805.45] loss=0.31330 avg=0.71870
[17698 | 9805.95] loss=0.57026 avg=0.71722
[17699 | 9806.45] loss=0.61541 avg=0.71620
Generating samples...
======== SAMPLE 1 ========
['”', '이', '##라고', '생각', '##했다', '.', '“', '얘', '##가', '그러', '##더라', ',', '그냥', ',', '애', '##들', '##끼리', '모여', '##야지', '뭐', '”', '말', '##이', '##다', '.', '그러', '##면서도', '그', '말', '##이', '내', '심장', '##을', '두근거리', '##게', '했', '##다', '.', '내', '심장', '##도', '심장', '##이', '##고', ',', '다른', '애', '##들', '##에게', '전해', '##지고', '싶', '##은', '진짜', '이유', '##는', '뭘까', '?', '우리', '##학교', '##에서', '##는', '2', '##학년', '##이', '가장', '많', '##다', '.', '중', '##1', '~', '3', '학년', '##으로', '범위', '##를', '넓혀', '이야기', '##했', '##지만', '아직', '중', '##1', '##은', '멀', '##기', '##만', '해', '##졌', '##다', '.', '“', '선생', '##님', '##들', '##도', ',', '친구', '##들', '##도', ',', '좋', '##아', '##하', '##는', '선생', '##님', '##들', '##도', '모두', '##들', '경쟁', '##을', '부추기', '##기', '마련', '##이', '##지만', '공부', '##는', '그', '경쟁', '##의', '시작인', '것', '같', '##다', '.', '서로', '##가', '서로', '##를', '의식', '##하', '##며', '공부', '##하', '##는', '것', '##이', '경쟁', '##이', '##지', ',', '수업', '##은', '그', '배움', '##의', '깊이', '##가', '숙성', '##을', '위한', '과정', '##이', '##다', '!', '”', '선생', '##님의', '말씀', '##에', '가슴', '##이', '뻥', '풀려', '##버리', '##고', ',', '가슴', '##속', '##에서', '꿈틀', '##대', '##며', '"', '하', ',', '좀', '멋지', '##다', '저쪽', '대', '##봐라', '##구', '.', '"', '"', '내', '##가', '가르쳐', '##줄게', '.', '"', '깜짝', '놀라', '아무', '말', '##도', '못', '##하', '##게', ',', '선생', '##님', '##과', '담임', '##은', '내', '##가', '가르쳐', '##줄게', '##를', '두', '##고', '계속', '이야기', '##를', '주', '##고', '받', '##으며', '수업', '##을', '진행', '시켰', '##다', '.', '수업', '##이', '끝', '##나자', '##마', '##자', '나', '##는', '친구', '##들', '##과', '수다', '##를', '떨', '##며', '집', '##으로', '가', '##는', '차', '안', '##에서', '어떤', '친구', '##와', '이야기', '##를']

[17700 | 9811.70] loss=1.13612 avg=0.72040
[17701 | 9812.20] loss=0.45637 avg=0.71776
[17702 | 9812.70] loss=0.40799 avg=0.71466
[17703 | 9813.21] loss=0.70220 avg=0.71454
[17704 | 9813.71] loss=0.26677 avg=0.71006
[17705 | 9814.21] loss=0.34624 avg=0.70642
[17706 | 9814.71] loss=0.56677 avg=0.70503
[17707 | 9815.21] loss=0.52144 avg=0.70319
[17708 | 9815.71] loss=1.15197 avg=0.70768
[17709 | 9816.22] loss=0.49651 avg=0.70557
[17710 | 9816.72] loss=1.50494 avg=0.71356
[17711 | 9817.22] loss=0.46732 avg=0.71110
[17712 | 9817.72] loss=0.76387 avg=0.71162
[17713 | 9818.22] loss=0.73535 avg=0.71186
[17714 | 9818.72] loss=1.47516 avg=0.71949
[17715 | 9819.22] loss=0.57563 avg=0.71806
[17716 | 9819.72] loss=0.87513 avg=0.71963
[17717 | 9820.22] loss=0.49401 avg=0.71737
[17718 | 9820.72] loss=0.56664 avg=0.71586
[17719 | 9821.22] loss=0.44032 avg=0.71311
[17720 | 9821.72] loss=0.57647 avg=0.71174
[17721 | 9822.22] loss=0.50095 avg=0.70963
[17722 | 9822.72] loss=1.01314 avg=0.71267
[17723 | 9823.22] loss=1.18714 avg=0.71741
[17724 | 9823.73] loss=1.16719 avg=0.72191
[17725 | 9824.23] loss=0.88961 avg=0.72359
[17726 | 9824.73] loss=0.92025 avg=0.72555
[17727 | 9825.23] loss=0.63900 avg=0.72469
[17728 | 9825.73] loss=0.78796 avg=0.72532
[17729 | 9826.23] loss=0.28053 avg=0.72087
[17730 | 9826.74] loss=0.86940 avg=0.72236
[17731 | 9827.24] loss=0.45913 avg=0.71973
[17732 | 9827.74] loss=0.33790 avg=0.71591
[17733 | 9828.24] loss=1.33154 avg=0.72207
[17734 | 9828.74] loss=0.70433 avg=0.72189
[17735 | 9829.24] loss=0.50406 avg=0.71971
[17736 | 9829.75] loss=0.59973 avg=0.71851
[17737 | 9830.25] loss=1.07700 avg=0.72209
[17738 | 9830.75] loss=0.62110 avg=0.72108
[17739 | 9831.25] loss=1.04780 avg=0.72435
[17740 | 9831.75] loss=0.91429 avg=0.72625
[17741 | 9832.25] loss=1.07770 avg=0.72977
[17742 | 9832.75] loss=0.71735 avg=0.72964
[17743 | 9833.25] loss=0.61063 avg=0.72845
[17744 | 9833.76] loss=1.13955 avg=0.73256
[17745 | 9834.26] loss=0.67519 avg=0.73199
[17746 | 9834.76] loss=1.10907 avg=0.73576
[17747 | 9835.26] loss=1.20549 avg=0.74046
[17748 | 9835.76] loss=0.88922 avg=0.74194
[17749 | 9836.26] loss=0.52849 avg=0.73981
[17750 | 9836.77] loss=1.47316 avg=0.74714
[17751 | 9837.27] loss=0.22810 avg=0.74195
[17752 | 9837.77] loss=0.77766 avg=0.74231
[17753 | 9838.27] loss=0.63830 avg=0.74127
[17754 | 9838.77] loss=0.78461 avg=0.74170
[17755 | 9839.27] loss=0.81744 avg=0.74246
[17756 | 9839.77] loss=0.59084 avg=0.74094
[17757 | 9840.28] loss=1.14522 avg=0.74499
[17758 | 9840.78] loss=0.82789 avg=0.74582
[17759 | 9841.28] loss=0.69323 avg=0.74529
[17760 | 9841.78] loss=0.76897 avg=0.74553
[17761 | 9842.28] loss=1.43462 avg=0.75242
[17762 | 9842.78] loss=0.85661 avg=0.75346
[17763 | 9843.28] loss=0.67073 avg=0.75263
[17764 | 9843.78] loss=0.49568 avg=0.75006
[17765 | 9844.28] loss=0.28211 avg=0.74538
[17766 | 9844.78] loss=0.73666 avg=0.74530
[17767 | 9845.28] loss=1.04340 avg=0.74828
[17768 | 9845.78] loss=0.77024 avg=0.74850
[17769 | 9846.28] loss=0.85622 avg=0.74957
[17770 | 9846.78] loss=0.21450 avg=0.74422
[17771 | 9847.28] loss=0.61214 avg=0.74290
[17772 | 9847.78] loss=0.88363 avg=0.74431
[17773 | 9848.28] loss=0.73575 avg=0.74422
[17774 | 9848.78] loss=0.79034 avg=0.74469
[17775 | 9849.28] loss=0.40964 avg=0.74134
